currency_pair,last,lowest_ask,highest_bid,change_percentage,change_utc0,change_utc8,base_volume,quote_volume,high_24h,low_24h,etf_net_value,etf_pre_net_value,etf_pre_timestamp,etf_leverage
GROK_USDT,0.003123,0.003127,0.00312,-6.88,-1.94,-7.27,122689700.62917,401373.47376158,0.003479,0.00305
LAMB_USDT,0.0013909,0.0013999,0.0013836,-3.6,-3.56,-3.27,17851834.738128,25655.265344038,0.001497,0.0013884
SRM_ETH,0.00002037,0.00002055,0.00002013,-10.89,-3.73,-7.07,328239.2212075077,7.04911458393760655,0.00002297,0.00002014
USDT_USD,0.999,,,0,0,0,0,0,0,0
MICE_USDT,0.01655,0.01658,0.01653,4.74,9.25,10.86,25965614.142493,418729.23956191,0.01825,0.0145
WBTC_USDT,42124,42185.8,42061.5,-1.76,-0.94,-2.57,0.505749189,21553.486058085,43622.7,41799.7
SOUL_USDT,0.08083,0.08108,0.08072,-4.11,0.87,-1.89,557508.6829888,46124.070295913,0.08641,0.0799
LTC_USDC,66.6205,66.7732,66.4575,-1.78,-0.18,-2.55,1077.21499136,73010.045477278,69.9401,65.7368
ENJ_ETH,0.00012153,0.00012174,0.00012064,-2.47,-0.7,-0.8,50275.2506369474,6.170998980536113599,0.00012535,0.00012119
BEL_USDT,0.5718,0.5728,0.5714,-4.85,-0.95,-2.25,47207.306771225,27600.09022507,0.602,0.5698
FOX_ETH,0.00001587,0.00001622,0.00001567,-2.63,-1.55,-1.3,173774.68350977,2.8200188000491178,0.00001679,0.00001565
HIFI_ETH,0.00024833,0.00024877,0.00024728,-1.39,-0.84,0.37,26370.61280133,6.5662683969180439,0.00025214,0.000245
AZERO_USDT,1.0145,1.0145,1.0118,6.31,1.21,2.51,1000203.0470274,983538.15841635,1.0533,0.9148
YFI3L_USDT,0.30154,0.30514,0.30231,-3.29,-0.09,-3.07,1790.863,546.46675503,0.31216,0.30152,0.30373665,0.30727917,1706716800,2.3107818418258117
BCN_BTC,0.00000000768,0.00000000776,0.0000000076,-8.57,-0.38,8.01,25767113.019318207,0.20267196342921542441,0.00000000852,0.00000000711
METIS_USDT,77.83,77.949,77.798,-6.77,-3.46,-4.83,29779.664589813,2396539.6899427,84.348,76.094
LIGO_USDT,0.000013711,0.000013711,0.000013706,9.58,5.46,19.44,42742156032.919,519695.11390734,0.000015557,0.00001
KINE_USDT,0.15326,0.15408,0.15236,-3.51,-0,-1.35,145991.51957557,22617.846271199,0.16055,0.15066
ORAI_ETH,0.002963,0.002984,0.002945,1.09,0.4,2.06,2212.4616952365,6.4899479502291355,0.003013,0.002865
MOON_USDT,0.23461,0.23497,0.23421,-3.21,-0.63,0.17,84925.57318721,20051.175427349,0.24499,0.21539
MTL_ETH,0.000617,0.000619,0.000614,-0.64,0.65,1.81,9670.4867194979,5.9446941186477483,0.000625,0.000604
LEMO_USDT,0.0000957,0.00009606,0.00009525,0.38,0.37,-0.29,198393597.88844,19019.414777824,0.00009999,0.00009451
BRCT_USDT,0.016653,0.01671,0.016501,-0.72,1.53,3.58,2879806.008474,47671.877415075,0.017344,0.01569
GAS_TRY,174.2633,175.2578,174.6795,-6.08,-2.62,-3.53,1232.64137074,220373.81266061,187.7585,171.5724
RAZE_ETH,0.000001008,0.000001012,0.000000997,-6.49,-9.18,-7.09,5696182.0840676842,6.1276011199169859642,0.000001137,0.000001001
RNDR_ETH,0.001964,0.001964,0.00196,-0.65,3.31,-0.1,4381.6438494222,8.5275185025326148,0.002026,0.001887
